scene,iteration,candidate_id,parent_index,native_action,importance_score,pruning_score,grad,grad_abs,opacity,scale_x,scale_y,scale_z,scale_max,scale_min,scale_anisotropy,footprint_mean,footprint_max,footprint_area_mean,projected_radius_mean,projected_radius_max,residual_energy_mean,residual_energy_std,residual_anisotropy_mean,residual_anisotropy_std,residual_extent_mean,num_visible_views,num_valid_local_views,num_valid_demand_views,keep_local_error_0,clone_local_error_0,split_local_error_0,keep_local_error_50,clone_local_error_50,split_local_error_50,keep_local_error_100,clone_local_error_100,split_local_error_100,keep_demand_error_0,clone_demand_error_0,split_demand_error_0,keep_demand_error_100,clone_demand_error_100,split_demand_error_100,deltaQ_support_clone_100,deltaQ_support_split_100,deltaQ_demand_clone_100,deltaQ_demand_split_100,quality_action_gap,oracle_winner,oracle_basis,tile_keep_0,tile_clone_0,tile_split_0,deltaTile_clone_0,deltaTile_split_0,tile_action_gap_0,tile_keep_100,tile_clone_100,tile_split_100,deltaTile_clone_100,deltaTile_split_100,tile_action_gap_100,global_PSNR_keep_100,global_PSNR_clone_100,global_PSNR_split_100,global_SSIM_keep_100,global_SSIM_clone_100,global_SSIM_split_100,global_LPIPS_keep_100,global_LPIPS_clone_100,global_LPIPS_split_100,latency_keep_ms,latency_clone_ms,latency_split_ms,num_gaussians_keep,num_gaussians_clone,num_gaussians_split
/mnt/workspace/Dataset/room,1000,it1000_c00,39895,clone,10,0.00018960916,0.00065705477,0.0015986947,0.89552104,0.0045568105,0.0039456356,0.0049662511,0.0049662511,0.0039456356,1.2586695,4.3333333,5,59.69026,4.3333333,5,0.03754639,0.009465122,1.1691384,0.066911264,15.816393,6,6,6,0.037546391,0.037908599,0.038109277,0.03401153,0.033981133,0.033977271,0.03661511,0.036629187,0.036563713,0.10067529,0.10109247,0.10053465,0.074873401,0.074822055,0.074971307,-1.4077562e-05,5.1396278e-05,5.1346297e-05,-9.7905596e-05,-0.00014925189,clone,demand,422737.83,422739.83,422738.83,2,1,-1,415851,415848.67,415854.83,-2.3333333,3.8333333,6.1666667,26.215807,26.215912,26.215451,0.83945161,0.83945078,0.8394495,0.34541238,0.34541543,0.34541192,1.9472,1.9027058,1.931488,112627,112628,112628
/mnt/workspace/Dataset/room,1000,it1000_c01,30243,split,45,0.00055777997,5.3443502e-05,0.0010889816,0.34469831,0.044280816,0.029201061,0.051914714,0.051914714,0.029201061,1.7778366,42.833333,75,6419.8446,42.833333,75,0.03491704,0.014605307,1.2025563,0.10021709,45.869731,6,6,6,0.034917042,0.035220695,0.034833509,0.034765951,0.034927969,0.034805583,0.036013307,0.036057508,0.03599064,0.078720069,0.079183994,0.078231361,0.072607414,0.072655858,0.072603906,-4.4200569e-05,2.266715e-05,-4.8444296e-05,3.5073608e-06,5.1951657e-05,split,demand,385544,385560.5,385543.83,16.5,-0.16666667,-16.666667,380312,380331,380324.67,19,12.666667,-6.3333333,26.21609,26.216051,26.215984,0.83945289,0.83945372,0.83945152,0.34541626,0.34541044,0.34541238,2.3406364,1.9673315,1.8788124,112627,112628,112628
