scene,iteration,candidate_id,parent_index,native_action,importance_score,pruning_score,grad,grad_abs,opacity,scale_x,scale_y,scale_z,scale_max,scale_min,scale_anisotropy,footprint_mean,footprint_max,footprint_area_mean,projected_radius_mean,projected_radius_max,residual_energy_mean,residual_energy_std,residual_anisotropy_mean,residual_anisotropy_std,residual_extent_mean,num_visible_views,num_valid_local_views,num_valid_demand_views,keep_local_error_0,clone_local_error_0,split_local_error_0,keep_local_error_50,clone_local_error_50,split_local_error_50,keep_local_error_100,clone_local_error_100,split_local_error_100,keep_demand_error_0,clone_demand_error_0,split_demand_error_0,keep_demand_error_100,clone_demand_error_100,split_demand_error_100,deltaQ_support_clone_100,deltaQ_support_split_100,deltaQ_demand_clone_100,deltaQ_demand_split_100,quality_action_gap,oracle_winner,oracle_basis,tile_keep_0,tile_clone_0,tile_split_0,deltaTile_clone_0,deltaTile_split_0,tile_action_gap_0,tile_keep_100,tile_clone_100,tile_split_100,deltaTile_clone_100,deltaTile_split_100,tile_action_gap_100,global_PSNR_keep_100,global_PSNR_clone_100,global_PSNR_split_100,global_SSIM_keep_100,global_SSIM_clone_100,global_SSIM_split_100,global_LPIPS_keep_100,global_LPIPS_clone_100,global_LPIPS_split_100,latency_keep_ms,latency_clone_ms,latency_split_ms,num_gaussians_keep,num_gaussians_clone,num_gaussians_split
/mnt/workspace/Dataset/room,1500,it1500_c00,61252,clone,6,0.00013446921,0.00020156016,0.00053527148,0.61756468,0.0061577428,0.0018797257,0.0035407376,0.0061577428,0.0018797257,3.275873,5.125,7,85.215701,5.125,7,0.014434835,0.004127938,1.3118785,0.70569123,17.112927,8,8,1,0.014434835,0.014534713,0.014527079,0.013093708,0.013084118,0.013154082,0.014169856,0.014192982,0.014255715,0.091902338,0.091902338,0.091902338,0.076605536,0.076337926,0.07857541,-2.3126835e-05,-8.5859676e-05,0.00026760995,-0.0019698739,-0.0022374839,clone,demand,513768,513769.5,513769.12,1.5,1.125,-0.375,510905.62,510906.5,510908.5,0.875,2.875,2,27.736775,27.738185,27.737585,0.85877676,0.85878721,0.85878065,0.32077174,0.32077041,0.32078597,1.9197938,1.9087538,1.9171591,122478,122479,122479
/mnt/workspace/Dataset/room,1500,it1500_c01,109061,clone,7,0.00012867508,0.00041937694,0.00071261101,0.61960942,0.0025222523,0.0059184502,0.0040544113,0.0059184502,0.0025222523,2.3464941,6.25,8,128.0199,6.25,8,0.049758463,0.012138583,1.2078155,0.18409506,18.208158,4,4,4,0.049758462,0.049861598,0.049897795,0.047422068,0.047528415,0.04749108,0.041683017,0.041672974,0.042131988,0.1115103,0.11180885,0.11205937,0.069739596,0.069889497,0.070567321,1.0042917e-05,-0.00044897106,-0.00014990102,-0.00082772505,-0.00067782402,keep,demand,395920.75,395922.5,395922,1.75,1.25,-0.5,393735.5,393737,393736.5,1.5,1,-0.5,27.737986,27.737694,27.73823,0.8587858,0.85878305,0.8587867,0.32077081,0.32077413,0.32076844,2.0492516,1.8554987,2.0335573,122478,122479,122479
/mnt/workspace/Dataset/room,1500,it1500_c02,59961,clone,7,0.00013652556,0.00024989079,0.00060520315,0.71720731,0.0059671393,0.0035372158,0.0047854944,0.0059671393,0.0035372158,1.6869594,6.25,7,123.30751,6.25,7,0.0249367,0.0063813547,1.2292605,0.10090655,17.846326,8,8,8,0.024936699,0.02487699,0.024942544,0.024707328,0.02468874,0.02487326,0.026242227,0.025958652,0.026085402,0.11249157,0.11134575,0.10991303,0.087977745,0.085570589,0.086306952,0.00028357492,0.00015682471,0.0024071564,0.0016707927,-0.0007363637,clone,demand,503167.5,503169.75,503168,2.25,0.5,-1.75,499793.75,499793.75,499790.12,0,-3.625,-3.625,27.737136,27.736989,27.737235,0.8587786,0.85877926,0.85878131,0.320771,0.32076319,0.32076914,1.9971413,2.15552,1.9524053,122478,122479,122479
/mnt/workspace/Dataset/room,1500,it1500_c03,25794,clone,7,0.00014966009,0.00023691483,0.00051803282,0.69200307,0.0057026851,0.0033461831,0.0049677035,0.0057026851,0.0033461831,1.7042358,5.875,6,108.77765,5.875,6,0.018027763,0.0046415376,1.2367106,0.097206307,16.738361,8,8,8,0.018027763,0.018103523,0.018248449,0.018719989,0.018677354,0.018699528,0.019175059,0.019172925,0.019480266,0.10168783,0.10230318,0.10264317,0.056692775,0.056409988,0.056464711,2.1343585e-06,-0.00030520663,0.00028278702,0.00022806413,-5.4722885e-05,clone,demand,528021,528023.38,528022.25,2.375,1.25,-1.125,524542,524540.62,524539.88,-1.375,-2.125,-0.75,27.737618,27.736706,27.736918,0.85878233,0.85877573,0.85877588,0.3207722,0.32076497,0.32077593,1.9481067,2.28272,1.9334365,122478,122479,122479
/mnt/workspace/Dataset/room,1500,it1500_c04,87407,clone,9,0.0001717353,0.00022074221,0.00056968903,0.71442229,0.0048918617,0.0046342169,0.0032998472,0.0048918617,0.0032998472,1.482451,5.625,6,100.13827,5.625,6,0.025349502,0.0050436132,1.1906274,0.071319929,17.066607,8,8,8,0.025349502,0.025505055,0.025594383,0.02556914,0.025541311,0.025737065,0.025072714,0.025351309,0.025419973,0.10892808,0.11118837,0.11043681,0.077928596,0.084489956,0.086973398,-0.0002785949,-0.00034725969,-0.0065613599,-0.0090448014,-0.0024834415,keep,demand,503167.5,503169.5,503169.25,2,1.75,-0.25,499795.38,499792.12,499795.38,-3.25,0,3.25,27.735254,27.737485,27.736671,0.85876434,0.85878159,0.85877526,0.32077238,0.32077438,0.32079048,1.9152213,2.7368071,2.1862471,122478,122479,122479
/mnt/workspace/Dataset/room,1500,it1500_c05,33400,clone,11,0.00019307176,0.00036215808,0.00065418665,0.59628767,0.0017424657,0.0053622932,0.0032425392,0.0053622932,0.0017424657,3.0774169,6.375,8,131.55419,6.375,8,0.035404425,0.00954689,1.2547723,0.16234881,17.410847,8,8,8,0.035404423,0.035529557,0.035492177,0.035164278,0.035251518,0.035388682,0.03234558,0.032385295,0.032238556,0.11106259,0.11151074,0.11121772,0.077560138,0.076674839,0.077886619,-3.9715087e-05,0.0001070234,0.00088529941,-0.00032648072,-0.0012117801,clone,demand,529551.25,529553,529552.62,1.75,1.375,-0.375,525852.5,525855.62,525856.88,3.125,4.375,1.25,27.736646,27.737904,27.737508,0.85877411,0.85878342,0.85878086,0.32076968,0.3207707,0.32077351,2.0890738,2.0072676,1.9566471,122478,122479,122479
/mnt/workspace/Dataset/room,1500,it1500_c06,20222,clone,12,0.00022293039,0.00044030498,0.00087899034,0.81849933,0.0030855159,0.0020271987,0.0037699025,0.0037699025,0.0020271987,1.8596611,4,4,50.265482,4,4,0.039559306,0.0057777439,1.221639,0.12692387,15.385532,8,8,8,0.039559305,0.039689259,0.039884164,0.03808435,0.038200714,0.038117106,0.035930622,0.035964039,0.036009208,0.12515633,0.12561263,0.12662968,0.10754972,0.10768342,0.10755784,-3.3416785e-05,-7.858593e-05,-0.00013370439,-8.1229955e-06,0.0001255814,keep,demand,479907.12,479908.5,479908,1.375,0.875,-0.5,477066.25,477064.88,477064.12,-1.375,-2.125,-0.75,27.737524,27.736732,27.736704,0.85878227,0.85877756,0.8587756,0.32077066,0.32076744,0.3207736,2.074048,1.9931591,2.2490453,122478,122479,122479
/mnt/workspace/Dataset/room,1500,it1500_c07,26339,clone,15,0.00028658999,0.00029564367,0.00069514045,0.46395147,0.0060913861,0.003293484,0.0028865179,0.0060913861,0.0028865179,2.1102887,6,7,113.88273,6,7,0.052937658,0.010525516,1.1778596,0.094542982,18.129907,8,8,8,0.052937656,0.05303837,0.053153657,0.056983631,0.056927262,0.057245026,0.053606718,0.053596771,0.053444363,0.12250589,0.12229258,0.12252045,0.10842349,0.10840935,0.10848278,9.9469908e-06,0.00016235514,1.4138408e-05,-5.9288926e-05,-7.3427334e-05,clone,demand,479907.12,479909,479908.88,1.875,1.75,-0.125,477065.12,477068.38,477069,3.25,3.875,0.625,27.738087,27.736616,27.737877,0.85878547,0.85877622,0.85878403,0.32077287,0.32076576,0.32077286,1.9737031,1.9620089,1.934912,122478,122479,122479
/mnt/workspace/Dataset/room,1500,it1500_c08,26334,clone,16,0.00030755563,0.00022305841,0.00058636727,0.35011071,0.0049741007,0.0045682713,0.0039459458,0.0049741007,0.0039459458,1.2605598,5.125,6,82.859506,5.125,6,0.03754412,0.0056500281,1.1918835,0.10284721,16.24584,8,8,8,0.037544117,0.037626868,0.037599949,0.036159544,0.036142985,0.036333954,0.033879951,0.03392854,0.033956993,0.12480892,0.12504525,0.12474289,0.10710483,0.10717959,0.10731405,-4.8588263e-05,-7.704203e-05,-7.47554e-05,-0.00020921975,-0.00013446435,keep,demand,479907.12,479909.12,479908.25,2,1.125,-0.875,477063.88,477066.88,477067.5,3,3.625,0.625,27.737063,27.736779,27.737141,0.85877911,0.85877546,0.85878135,0.3207666,0.32077157,0.32076591,1.8668942,2.323008,1.9361458,122478,122479,122479
/mnt/workspace/Dataset/room,1500,it1500_c09,58924,clone,20,0.00038216016,0.00025969953,0.00060969312,0.75140011,0.0031268764,0.0054341163,0.0046554459,0.0054341163,0.0031268764,1.7378737,5.25,6,87.179196,5.25,6,0.053892926,0.010610932,1.0974513,0.098743424,17.011841,8,8,8,0.053892925,0.053860564,0.053930409,0.058256357,0.058348359,0.059507029,0.054228469,0.0543063,0.054518848,0.12439711,0.12430091,0.12424921,0.10957794,0.10986111,0.1096654,-7.7830628e-05,-0.00029037846,-0.00028317235,-8.7455846e-05,0.00019571651,keep,demand,479907.12,479908.88,479908.12,1.75,1,-0.75,477065.88,477067.62,477064.88,1.75,-1,-2.75,27.736747,27.737117,27.73701,0.85877596,0.85877738,0.85877864,0.32077059,0.32077277,0.32076904,1.9154489,1.8745991,1.8739342,122478,122479,122479
/mnt/workspace/Dataset/room,1500,it1500_c10,43506,split,6,0.0001371672,0.00013399005,0.0010698984,0.73619884,0.020211162,0.0097848242,0.012717823,0.020211162,0.0097848242,2.0655621,13.875,18,624.78424,13.875,18,0.026143692,0.0032912815,1.103893,0.041056021,23.520405,8,8,8,0.026143691,0.026497251,0.026528828,0.025697262,0.025489786,0.025458927,0.025412918,0.025451545,0.026003943,0.098164804,0.098205856,0.097987968,0.062458304,0.062894708,0.062918961,-3.8626371e-05,-0.00059102452,-0.00043640472,-0.00046065683,-2.4252106e-05,keep,demand,412659.5,412663.12,412661.12,3.625,1.625,-2,408764.75,408768.12,408763.25,3.375,-1.5,-4.875,27.734987,27.736098,27.737166,0.85876454,0.85877239,0.85878044,0.32076927,0.32077489,0.32076855,2.3743147,1.9896391,1.9964658,122478,122479,122479
/mnt/workspace/Dataset/room,1500,it1500_c11,84357,split,11,0.00020571078,0.0001414267,0.0014475367,0.7811321,0.067964114,0.038558103,0.049466543,0.067964114,0.038558103,1.7626415,30.625,32,2951.1336,30.625,32,0.0202905,0.0060814886,1.1504,0.059277094,37.811655,8,8,8,0.0202905,0.020223219,0.020703783,0.019406398,0.019407882,0.019586277,0.01953387,0.019503121,0.019521786,0.11495686,0.11427578,0.11416634,0.095374243,0.095421101,0.095349608,3.074843e-05,1.2084143e-05,-4.6858564e-05,2.4634413e-05,7.1492977e-05,split,demand,529278.62,529288.5,529279.62,9.875,1,-8.875,526054,526058.88,526058.75,4.875,4.75,-0.125,27.737227,27.737239,27.737666,0.85878022,0.85878242,0.85878261,0.3207705,0.32076619,0.32076998,1.9856497,1.9163555,1.9186347,122478,122479,122479
/mnt/workspace/Dataset/room,1500,it1500_c12,79674,split,13,0.00023370578,0.00039449945,0.0011743197,0.24429888,0.0031156337,0.010158115,0.023780147,0.023780147,0.0031156337,7.6325232,15.25,16,731.99109,15.25,16,0.039776705,0.0063794476,1.1809589,0.18429328,24.983956,8,8,8,0.039776705,0.039762395,0.039784492,0.038465411,0.038433971,0.038439943,0.037316942,0.037326948,0.037329907,0.14578699,0.14551653,0.14572427,0.12577426,0.1256932,0.12562741,-1.000613e-05,-1.2965174e-05,8.106418e-05,0.00014685467,6.5790489e-05,split,demand,521282.62,521285.5,521284.5,2.875,1.875,-1,518719.38,518723.38,518717.5,4,-1.875,-5.875,27.737189,27.737814,27.737665,0.85877831,0.85878273,0.85878147,0.3207692,0.32076057,0.32077113,2.2095644,2.1731662,2.0867982,122478,122479,122479
/mnt/workspace/Dataset/room,1500,it1500_c13,114599,split,17,0.00037704708,0.0019001367,0.0045457766,0.86737508,0.033467911,0.0088735912,0.094975688,0.094975688,0.0088735912,10.703185,49.6,59,7856.4949,49.6,59,0.025237367,0.0067197576,1.3592813,0.33557085,50.438363,5,5,5,0.025237367,0.025815875,0.025875482,0.028638404,0.02839333,0.028438901,0.027863912,0.02803068,0.028267247,0.099263553,0.10285701,0.10239368,0.10128317,0.1014478,0.10236576,-0.00016676858,-0.00040333532,-0.00016463697,-0.0010825962,-0.00091795921,keep,demand,456629.2,456637.8,456631.2,8.6,2,-6.6,453770.4,453781.6,453775,11.2,4.6,-6.6,27.737792,27.736871,27.735745,0.85878298,0.85877746,0.85876232,0.32077153,0.32076924,0.32078468,1.9154453,2.1269618,2.0770205,122478,122479,122479
/mnt/workspace/Dataset/room,1500,it1500_c14,114049,split,26,0.00045799025,0.0020906576,0.0037644929,0.48607925,0.092901662,0.0077038137,0.011809186,0.092901662,0.0077038137,12.059178,42.75,45,5745.973,42.75,45,0.016213113,0.0036781708,1.3258882,0.29077488,44.840695,8,8,8,0.016213112,0.016327316,0.016574716,0.016481228,0.016232348,0.01668496,0.015799587,0.015734934,0.015714025,0.13570487,0.13162921,0.13943515,0.11689441,0.1163255,0.11487666,6.4653228e-05,8.5562468e-05,0.00056891236,0.0020177513,0.001448839,split,demand,529278.62,529285.5,529280.88,6.875,2.25,-4.625,526048.25,526054.88,526053.5,6.625,5.25,-1.375,27.737973,27.736902,27.736937,0.85878532,0.85877903,0.85877459,0.3207736,0.32076473,0.32076823,2.130688,1.9564195,1.9228374,122478,122479,122479
/mnt/workspace/Dataset/room,1500,it1500_c15,114103,split,32,0.00055271032,0.00080798229,0.0019702909,0.8683818,0.006730462,0.030121531,0.0045777746,0.030121531,0.0045777746,6.5799508,20,22,1259.7787,20,22,0.028061901,0.0076558227,1.2134479,0.18169064,28.227045,8,8,8,0.028061902,0.027967392,0.028482974,0.027947521,0.027930775,0.028022492,0.026856909,0.026815023,0.026911303,0.12625393,0.12563761,0.12672538,0.11178285,0.11176549,0.11212383,4.1886116e-05,-5.439471e-05,1.7356128e-05,-0.00034097955,-0.00035833567,clone,demand,530611,530615.62,530612.25,4.625,1.25,-3.375,527530.38,527527,527530.38,-3.375,0,3.375,27.737081,27.737309,27.736215,0.85877851,0.85878203,0.85877123,0.32076937,0.32077029,0.3207723,1.9869013,2.6248533,1.9615396,122478,122479,122479
/mnt/workspace/Dataset/room,1500,it1500_c16,103293,split,54,0.0010037074,0.00068764464,0.0019526855,0.13532934,0.010626444,0.063158721,0.011527055,0.063158721,0.010626444,5.9435426,80.625,152,24297.47,80.625,152,0.035659696,0.011654142,1.7998657,0.63895485,56.775709,8,8,8,0.035659696,0.035939474,0.035897169,0.032354808,0.032495074,0.032656176,0.03137659,0.03134777,0.031658716,0.13372513,0.13323247,0.1340429,0.10437396,0.10456053,0.10545469,2.8819777e-05,-0.00028212601,-0.00018657325,-0.0010807258,-0.00089415256,keep,demand,414068.38,414077.88,414069.5,9.5,1.125,-8.375,411339.12,411344,411339.88,4.875,0.75,-4.125,27.736974,27.735814,27.735716,0.85877576,0.8587693,0.85876521,0.32077118,0.3207719,0.32076623,2.0606329,2.2533689,2.11664,122478,122479,122479
/mnt/workspace/Dataset/room,1500,it1500_c17,32441,split,88,0.0017854553,0.00031858866,0.0014584655,0.92685336,0.017765811,0.090655327,0.019316038,0.090655327,0.017765811,5.1027971,69.375,74,15136.586,69.375,74,0.018052247,0.0038665357,1.1249108,0.075513459,70.799782,8,8,8,0.018052247,0.01807375,0.018118311,0.018338525,0.018328847,0.018342791,0.016778804,0.016781591,0.016786285,0.12217744,0.12272453,0.12265726,0.074650025,0.074686259,0.074714707,-2.7865171e-06,-7.4802665e-06,-3.623357e-05,-6.4681284e-05,-2.8447714e-05,keep,demand,530540,530558,530541.38,18,1.375,-16.625,527016.38,527033,527019.62,16.625,3.25,-13.375,27.737795,27.736697,27.736426,0.858784,0.85877596,0.85877188,0.32077022,0.3207692,0.32077106,2.0928462,1.9172906,1.8946347,122478,122479,122479
/mnt/workspace/Dataset/room,1500,it1500_c18,56549,split,238,0.0041005109,0.00051715912,0.0012888236,0.97926271,0.040979899,0.01384627,0.048471492,0.048471492,0.01384627,3.5006895,24,28,1826.8361,24,28,0.041703113,0.0088311864,1.2795214,0.10002734,29.506391,4,4,4,0.041703114,0.041814108,0.042472512,0.040458763,0.04051957,0.040453523,0.039680469,0.039678112,0.039795502,0.1225548,0.12224214,0.12306044,0.10252507,0.10238939,0.10301419,2.3571774e-06,-0.00011503324,0.00013568625,-0.00048911944,-0.00062480569,clone,demand,430966.25,430971.25,430967,5,0.75,-4.25,427735,427740.25,427739.75,5.25,4.75,-0.5,27.737247,27.736897,27.736108,0.85878001,0.85877723,0.85877204,0.32076709,0.32076667,0.32077302,1.8723378,1.9763307,1.9715236,122478,122479,122479
/mnt/workspace/Dataset/room,1500,it1500_c19,76591,split,278,0.0061495174,0.0001798553,0.001741006,0.31646451,0.1694321,0.12205946,0.14504646,0.1694321,0.12205946,1.3881112,190,190,113411.49,190,190,0.067134619,0,1.2842057,0,67.15056,1,1,1,0.067134611,0.066766188,0.067427687,0.059565794,0.060083073,0.059665751,0.037372746,0.037187483,0.037533231,0.084175698,0.083636642,0.084606007,0.0449153,0.044630993,0.04515988,0.00018526241,-0.00016048551,0.0002843067,-0.00024458021,-0.00052888691,clone,demand,236391,236406,236381,15,-10,-25,235641,235650,235636,9,-5,-14,27.736909,27.735966,27.737455,0.85877739,0.85877072,0.85878301,0.32077252,0.3207738,0.32076996,4.1243307,2.07392,2.1029654,122478,122479,122479
/mnt/workspace/Dataset/room,2000,it2000_c00,94469,clone,6,0.00016450226,0.00028920858,0.00064165395,0.48282561,0.0046497374,0.0033150744,0.0050005028,0.0050005028,0.0033150744,1.5084135,4.25,5,57.334066,4.25,5,0.04961861,0.0070253618,1.066693,0.032518615,16.625214,8,8,8,0.04961861,0.049710611,0.049689835,0.04969441,0.049771806,0.049844075,0.047379012,0.047374904,0.047809509,0.10133841,0.10154467,0.10118143,0.07858312,0.078790007,0.079140957,4.1085295e-06,-0.00043049688,-0.00020688679,-0.00055783708,-0.00035095029,keep,demand,435040,435041.75,435041.38,1.75,1.375,-0.375,430824.25,430824,430823.5,-0.25,-0.75,-0.5,28.465361,28.465158,28.464869,0.86924406,0.86924133,0.86923585,0.30446065,0.30446249,0.30446668,1.9296676,1.938208,1.9210169,137181,137182,137182
/mnt/workspace/Dataset/room,2000,it2000_c01,101686,clone,7,0.00015633857,0.00025581219,0.00057646917,0.78095329,0.0063481387,0.0055600922,0.003033777,0.0063481387,0.003033777,2.0924869,7.375,11,181.81967,7.375,11,0.033420907,0.0077276719,1.3458615,0.19560307,17.669416,8,8,8,0.033420905,0.033776591,0.034027291,0.034885957,0.034966157,0.035000477,0.031960086,0.032216964,0.032441445,0.12210832,0.12315689,0.12409944,0.097001621,0.097462381,0.099770485,-0.00025687856,-0.00048135896,-0.00046075974,-0.0027688639,-0.0023081042,keep,demand,513574.25,513576.5,513575.62,2.25,1.375,-0.875,510967.88,510969.5,510969.88,1.625,2,0.375,28.46462,28.46494,28.464893,0.86923321,0.86924006,0.8692351,0.30446595,0.30446199,0.30447166,1.9263715,1.9360569,1.951296,137181,137182,137182
/mnt/workspace/Dataset/room,2000,it2000_c02,128355,clone,7,0.00021035546,0.00035780552,0.00085772318,0.7558195,0.0058626533,0.0043264809,0.0059368089,0.0059368089,0.0043264809,1.3722027,5,5,78.539816,5,5,0.037785577,0.0055609755,1.1077643,0.077669888,16.782311,7,7,7,0.037785576,0.037919912,0.038069653,0.039821747,0.03980345,0.039662211,0.035954709,0.035930631,0.036042391,0.096409654,0.096922073,0.096989661,0.076386689,0.076135703,0.075581536,2.4077349e-05,-8.7682158e-05,0.00025098505,0.00080515285,0.0005541678,split,demand,427675.14,427676.71,427676.57,1.5714286,1.4285714,-0.14285714,423357.57,423359.29,423361.57,1.7142857,4,2.2857143,28.464636,28.464043,28.463941,0.86923318,0.86922592,0.86922569,0.30446248,0.30446723,0.3044678,1.9235164,2.4950293,1.9009956,137181,137182,137182
/mnt/workspace/Dataset/room,2000,it2000_c03,57898,clone,9,0.0003078731,0.00020196025,0.00049072778,0.93449837,0.0046745627,0.0044591674,0.0056582498,0.0056582498,0.0044591674,1.2689028,6.4,7,129.43362,6.4,7,0.054392618,0.022128315,1.2519635,0.22755664,17.114641,5,5,5,0.054392617,0.054489421,0.054423959,0.059442838,0.059927868,0.059476191,0.059705742,0.059712148,0.059683592,0.11739045,0.1175304,0.11746864,0.12660909,0.12618256,0.12676857,-6.4052641e-06,2.2150576e-05,0.00042653233,-0.0001594767,-0.00058600903,clone,demand,456750.4,456752.4,456751.6,2,1.2,-0.8,455585.2,455583,455582,-2.2,-3.2,-1,28.465367,28.464394,28.464189,0.86924092,0.86923209,0.86922423,0.3044659,0.30446323,0.3044653,2.1231004,1.8645582,2.0254649,137181,137182,137182
/mnt/workspace/Dataset/room,2000,it2000_c04,43311,clone,11,0.00033383939,0.00023430222,0.0005375616,0.83352137,0.003510904,0.0030657349,0.0041329917,0.0041329917,0.0030657349,1.3481243,5.125,6,82.859506,5.125,6,0.035891007,0.011520069,1.1201222,0.052857223,16.793784,8,8,8,0.035891007,0.035957188,0.035999992,0.036389755,0.035973383,0.036393391,0.036112386,0.036087584,0.03632285,0.10382052,0.10419911,0.10315753,0.089591474,0.089238591,0.089564752,2.4801586e-05,-0.00021046423,0.00035288371,2.6722439e-05,-0.00032616127,clone,demand,527639.88,527641.75,527641,1.875,1.125,-0.75,525593.12,525592.75,525593.75,-0.375,0.625,1,28.464979,28.465775,28.464953,0.86923867,0.86924685,0.86923633,0.30446023,0.30445823,0.30446551,2.4836658,1.9182898,1.9169387,137181,137182,137182
/mnt/workspace/Dataset/room,2000,it2000_c05,98920,clone,14,0.00038892255,0.00025588484,0.00073551363,0.45913702,0.0059635327,0.0039829081,0.0035325601,0.0059635327,0.0035325601,1.6881617,6.75,8,144.51326,6.75,8,0.048623504,0.0071738059,1.1188565,0.055080694,18.04655,8,8,8,0.048623503,0.048686672,0.048690028,0.049982003,0.049980964,0.050021249,0.048722573,0.048732969,0.04873223,0.1161752,0.11632164,0.11612882,0.11099947,0.11097846,0.11072914,-1.0395888e-05,-9.6573494e-06,2.1004118e-05,0.00027032383,0.00024931971,split,demand,527639.88,527642.25,527641.5,2.375,1.625,-0.75,525596.25,525594,525595.12,-2.25,-1.125,1.125,28.465551,28.464207,28.464871,0.86924732,0.86922944,0.86923804,0.30446037,0.30446799,0.30446216,2.6856,1.940032,2.1321956,137181,137182,137182
/mnt/workspace/Dataset/room,2000,it2000_c06,18549,clone,17,0.00048769225,0.00046824903,0.00098614919,0.88618869,0.0029316829,0.0018923224,0.0040439405,0.0040439405,0.0018923224,2.137025,4,4,50.265482,4,4,0.036238631,0.0059014035,1.2124344,0.08697271,15.391154,8,8,8,0.036238633,0.036548571,0.03657284,0.037016327,0.037228685,0.037058966,0.034880418,0.034851443,0.034936525,0.1229005,0.1245498,0.12457346,0.10466864,0.10450172,0.10508917,2.8974842e-05,-5.6107296e-05,0.00016692188,-0.00042053591,-0.00058745779,clone,demand,474714.5,474715.88,474715.38,1.375,0.875,-0.5,473951.12,473952.5,473953.25,1.375,2.125,0.75,28.46543,28.465137,28.465608,0.86924194,0.86924267,0.86924808,0.30446249,0.30445865,0.304454,3.8508053,2.4118471,1.9369529,137181,137182,137182
/mnt/workspace/Dataset/room,2000,it2000_c07,103209,clone,19,0.00057456928,0.00023847545,0.00066101766,0.59018093,0.0049445317,0.0023055559,0.0052200663,0.0052200663,0.0023055559,2.2641248,5.25,6,87.179196,5.25,6,0.055596263,0.010482453,1.1169325,0.064731531,17.087328,8,8,8,0.05559626,0.055611058,0.055730992,0.062823966,0.062642772,0.063169277,0.056775845,0.056648257,0.056680144,0.11988194,0.11977126,0.12001024,0.10372398,0.10401153,0.10360852,0.00012758747,9.5700845e-05,-0.00028755143,0.00011545699,0.00040300842,split,demand,474714.5,474717,474716.12,2.5,1.625,-0.875,473948.12,473948.88,473951.38,0.75,3.25,2.5,28.465056,28.464845,28.464728,0.86923877,0.86923599,0.86923546,0.30446699,0.30446223,0.30446835,1.9577742,1.9680214,2.0138667,137181,137182,137182
/mnt/workspace/Dataset/room,2000,it2000_c08,48437,clone,26,0.0007716649,0.00027996337,0.00066743779,0.89645439,0.0045920876,0.0052758828,0.0037873364,0.0052758828,0.0037873364,1.3930325,5.125,6,82.859506,5.125,6,0.053509345,0.012306976,1.1581304,0.057944792,17.100379,8,8,8,0.053509345,0.053358294,0.054222749,0.061123064,0.061233756,0.061365943,0.055624282,0.055569313,0.05594725,0.11865656,0.11794474,0.11975406,0.10450599,0.10424225,0.10464074,5.4968055e-05,-0.00032296823,0.00026373751,-0.00013475772,-0.00039849523,clone,demand,474714.5,474716.75,474715.62,2.25,1.125,-1.125,473950.88,473947.25,473948.5,-3.625,-2.375,1.25,28.464743,28.465065,28.464358,0.86923689,0.86924026,0.86922743,0.30446464,0.30446191,0.30447138,1.9537991,1.9904177,1.9744107,137181,137182,137182
/mnt/workspace/Dataset/room,2000,it2000_c09,94094,clone,35,0.0010543648,0.00036832236,0.0008062243,0.52115303,0.0038400781,0.0046446454,0.0052409391,0.0052409391,0.0038400781,1.3648001,5.125,6,82.859506,5.125,6,0.053197032,0.01009194,1.1038084,0.060595688,16.777084,8,8,8,0.053197029,0.053146012,0.053240787,0.059333839,0.059019279,0.059070878,0.053037852,0.052724552,0.052694322,0.1196513,0.11948508,0.11965411,0.10100318,0.10089584,0.10064431,0.00031330017,0.00034353044,0.00010734703,0.00035887305,0.00025152601,split,demand,474714.5,474716.5,474716,2,1.5,-0.5,473949.62,473946.62,473952.88,-3,3.25,6.25,28.464534,28.464299,28.465748,0.86923224,0.86923015,0.86924552,0.3044692,0.30446892,0.30446056,3.4454186,2.0688284,1.872096,137181,137182,137182
/mnt/workspace/Dataset/room,2000,it2000_c10,130366,split,7,0.0002248761,0.00082240318,0.0019068141,0.84522653,0.0081327688,0.079284012,0.054436296,0.079284012,0.0081327688,9.748711,26.5,33,2226.6038,26.5,33,0.020774341,0.0083070139,1.304702,0.41927722,31.282407,8,8,8,0.02077434,0.020809658,0.020856869,0.020489764,0.020499039,0.020526023,0.020734606,0.020742097,0.02076228,0.1088006,0.10878521,0.10890156,0.10068845,0.10067074,0.10086113,-7.4909767e-06,-2.7673785e-05,1.7710961e-05,-0.00017267745,-0.00019038841,clone,demand,512723.88,512728.5,512725.75,4.625,1.875,-2.75,512252,512255.5,512252.12,3.5,0.125,-3.375,28.466302,28.464225,28.464793,0.86925484,0.86922745,0.86923803,0.30446061,0.3044659,0.30446666,2.7386169,2.2463111,1.990304,137181,137182,137182
